,actividad,is_apellido1,is_apellido2,is_celular,is_direccion,is_fnac,is_nombre,is_nombrecompleto,is_nrofam,is_presencial,is_profesion,is_recontacto,is_remoto,is_telefono,loc_comuna,loc_provincia,loc_region,medio_inicial,sexo
3892,empleado,True,False,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
3896,profesional,True,True,True,False,False,True,True,False,False,True,False,False,False,talcahuano,concepcion,bio-bio,recorrido por el sector,masculino
3897,tecnico,True,True,True,False,False,True,True,False,False,False,False,False,False,talcahuano,concepcion,bio-bio,letreros,masculino
3898,profesional,True,True,True,False,False,True,True,False,False,True,False,False,False,hualpen,concepcion,bio-bio,internet,masculino
3900,sin informacion,True,True,True,False,False,True,True,False,False,False,False,False,False,san pedro de la paz,concepcion,bio-bio,internet,masculino
3904,independiente (no profesional),True,True,True,False,False,True,True,True,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
3905,profesional,True,True,True,True,True,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,recontacto,masculino
3906,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,talcahuano,concepcion,bio-bio,finco,femenino
3910,sin informacion,True,False,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,femenino
3911,profesional,True,True,True,False,False,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,femenino
3915,independiente (no profesional),True,True,True,False,False,True,True,False,False,False,False,False,False,las condes,santiago,metropolitana,internet,masculino
3917,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,femenino
3918,sin informacion,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,finco,masculino
3919,sin informacion,True,True,True,False,False,True,True,False,False,False,False,False,True,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
3921,empleado,True,True,True,False,False,True,True,True,False,False,False,False,False,otro,otro,otro,internet,masculino
3923,profesional,True,True,True,True,True,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
3925,profesional,True,True,True,False,False,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,letreros,masculino
3926,profesional,True,True,True,True,True,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
3927,profesional,True,True,True,False,False,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,femenino
3929,profesional,True,True,True,True,False,True,True,False,False,True,False,False,False,concepcion,concepcion,bio-bio,referidos,masculino
3930,profesional,True,True,True,False,False,True,True,True,False,True,False,False,False,nunoa,santiago,metropolitana,letreros,masculino
3931,profesional,True,True,True,True,True,True,True,True,False,True,False,False,True,san pedro de la paz,concepcion,bio-bio,recontacto,femenino
3933,profesional,True,True,True,False,False,True,True,False,False,True,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,femenino
3934,independiente (no profesional),True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,letreros,masculino
3935,profesional,True,True,True,True,False,True,True,False,False,True,False,False,True,penco,concepcion,bio-bio,internet,masculino
3938,independiente (no profesional),True,True,True,True,True,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,femenino
3939,empleado,True,True,True,True,False,True,True,True,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,masculino
3940,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,femenino
3941,profesional,True,True,True,True,True,True,True,True,False,True,False,False,False,maipu,santiago,metropolitana,internet,masculino
3944,empleado,True,True,True,True,False,True,True,True,False,False,False,False,False,coronel,concepcion,bio-bio,referidos,masculino
3945,profesional,True,True,True,True,True,True,True,True,False,True,False,False,False,san pedro de la paz,concepcion,bio-bio,internet,femenino
3947,duena de casa,True,True,True,False,False,True,True,True,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,femenino
3948,empleado,True,True,True,True,True,True,True,True,False,True,False,False,True,talcahuano,concepcion,bio-bio,recorrido por el sector,femenino
3950,independiente (no profesional),True,True,True,False,False,True,True,True,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,femenino
3953,profesional,True,True,True,True,True,True,True,False,False,True,False,False,False,concepcion,concepcion,bio-bio,referidos,femenino
3956,profesional,True,True,True,True,False,True,True,False,False,True,False,False,True,concepcion,concepcion,bio-bio,finco,masculino
3957,profesional,True,True,True,False,False,True,True,False,False,True,False,False,False,concepcion,concepcion,bio-bio,referidos,femenino
3958,sin informacion,True,True,True,True,False,True,True,False,False,False,False,False,True,concepcion,concepcion,bio-bio,finco,masculino
3959,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,femenino
3962,profesional,True,True,True,False,False,True,True,False,False,True,False,False,False,coronel,concepcion,bio-bio,recorrido por el sector,femenino
3963,profesional,True,True,True,False,False,True,True,True,False,True,False,False,False,chiguayante,concepcion,bio-bio,recorrido por el sector,femenino
3965,profesional,True,True,True,True,True,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,internet,masculino
3966,sin informacion,True,True,True,True,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,femenino
3968,empleado,True,True,True,True,True,True,True,False,False,True,False,False,False,san pedro de la paz,concepcion,bio-bio,internet,masculino
3969,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,femenino
3970,empleado,False,False,True,False,False,True,True,False,False,False,False,False,False,talcahuano,concepcion,bio-bio,internet,femenino
3971,profesional,True,True,True,False,False,True,True,True,False,True,False,False,False,otro,otro,bio-bio,recorrido por el sector,masculino
3974,profesional,True,True,True,True,True,True,True,False,False,True,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
3976,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,san pedro de la paz,concepcion,bio-bio,recorrido por el sector,femenino
3980,profesional,True,True,True,True,True,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,recontacto,femenino
3981,sin informacion,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
3982,profesional,True,True,True,True,False,True,True,True,False,True,False,False,False,talcahuano,concepcion,bio-bio,recorrido por el sector,masculino
3983,profesional,True,True,True,False,False,True,True,False,False,True,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,femenino
3984,profesional,True,True,True,True,False,True,True,False,False,True,False,False,False,concepcion,concepcion,bio-bio,internet,femenino
3985,profesional,True,True,True,True,True,True,True,True,False,True,False,False,False,san pedro de la paz,concepcion,bio-bio,recontacto,masculino
3986,profesional,True,True,True,True,False,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,referidos,femenino
3987,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,femenino
3988,empleado,True,True,True,True,True,True,True,False,False,True,False,False,False,concepcion,concepcion,bio-bio,internet,femenino
3992,profesional,True,True,True,False,False,True,True,True,False,True,False,False,False,hualpen,concepcion,bio-bio,letreros,femenino
3993,profesional,True,True,True,False,False,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,recontacto,masculino
3994,empleado,True,True,True,False,False,True,True,True,False,False,False,False,False,concepcion,concepcion,bio-bio,referidos,femenino
3999,profesional,True,True,True,False,False,True,True,False,False,True,False,False,False,concepcion,concepcion,bio-bio,recontacto,femenino
4000,tecnico,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,masculino
4001,sin informacion,True,False,True,False,False,True,True,False,False,False,False,False,True,concepcion,concepcion,bio-bio,referidos,femenino
4004,empleado,True,False,True,False,False,True,True,False,False,False,False,False,True,concepcion,concepcion,bio-bio,internet,masculino
4005,profesional,True,True,True,True,True,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,internet,masculino
4006,profesional,True,True,True,False,False,True,True,False,False,True,False,False,False,concepcion,concepcion,bio-bio,internet,femenino
4007,profesional,True,True,True,True,True,True,True,True,False,True,False,False,False,talcahuano,concepcion,bio-bio,recontacto,femenino
4008,profesional,True,False,True,False,False,True,True,False,False,True,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
4012,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,talcahuano,concepcion,bio-bio,recorrido por el sector,masculino
4015,profesional,True,True,True,False,False,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,letreros,masculino
4018,profesional,True,True,True,False,False,True,True,False,False,True,False,False,False,concepcion,concepcion,bio-bio,internet,masculino
4019,profesional,True,True,True,True,False,True,True,False,False,True,False,False,True,san pedro de la paz,concepcion,bio-bio,letreros,masculino
4021,empleado,True,True,True,True,False,True,True,True,False,False,False,False,False,otro,otro,otro,internet,masculino
4023,profesional,True,True,True,True,True,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,recontacto,femenino
4024,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,femenino
4026,profesional,True,True,True,False,False,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,recontacto,masculino
4027,profesional,True,True,True,False,False,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,femenino
4029,empleado,True,True,True,False,False,True,True,True,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,masculino
4032,profesional,True,True,True,True,True,True,True,True,False,True,False,False,False,talcahuano,concepcion,bio-bio,referidos,masculino
4038,sin informacion,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,femenino
4039,sin informacion,True,True,True,True,False,True,True,True,False,False,False,False,True,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
4041,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,masculino
4042,profesional,True,True,True,True,True,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,femenino
4043,profesional,True,True,True,False,False,True,True,False,False,True,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
4044,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,santiago,santiago,metropolitana,internet,masculino
4046,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,finco,masculino
4047,sin informacion,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,masculino
4048,profesional,True,True,True,False,False,True,True,False,False,True,False,False,False,concepcion,concepcion,bio-bio,recontacto,femenino
4049,sin informacion,True,True,True,False,False,True,True,False,False,False,False,False,True,concepcion,concepcion,bio-bio,finco,masculino
4050,profesional,True,True,True,False,False,True,True,False,False,True,False,False,False,talcahuano,concepcion,bio-bio,internet,femenino
4051,empleado,True,False,True,True,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,masculino
4052,profesional,True,True,True,True,False,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,internet,masculino
4053,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
4055,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
4058,profesional,True,True,True,False,False,True,True,False,False,True,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,femenino
4060,empleado,True,False,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,femenino
4061,independiente (no profesional),True,True,True,True,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,femenino
4062,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,femenino
4065,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,masculino
4067,empleado,True,False,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,femenino
4069,sin informacion,True,True,True,False,False,True,True,False,False,False,False,False,True,concepcion,concepcion,bio-bio,internet,femenino
4071,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,otro,otro,otro,recorrido por el sector,masculino
4074,sin informacion,True,False,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,femenino
4076,tecnico,True,True,True,False,True,True,True,False,False,True,False,False,False,concepcion,concepcion,bio-bio,internet,masculino
4078,empleado,True,True,True,False,False,True,True,True,False,False,False,False,False,penco,concepcion,bio-bio,internet,femenino
4079,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
4080,independiente (no profesional),True,False,True,False,False,True,True,False,False,False,False,False,True,concepcion,concepcion,bio-bio,recontacto,masculino
4082,profesional,True,True,True,False,False,True,True,False,False,True,False,False,False,concepcion,concepcion,bio-bio,finco,femenino
4083,tecnico,True,False,False,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,finco,femenino
4084,profesional,True,True,True,False,False,True,True,False,False,True,False,False,False,hualpen,concepcion,bio-bio,internet,masculino
4085,sin informacion,True,False,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,femenino
4086,empleado,True,True,True,False,False,True,True,True,False,False,False,False,False,talcahuano,concepcion,bio-bio,internet,masculino
4087,empleado,True,True,True,True,False,True,True,False,False,False,False,False,True,talcahuano,concepcion,bio-bio,internet,femenino
4088,profesional,True,True,True,False,False,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
4089,empleado,True,True,True,True,True,True,True,False,False,True,False,False,False,otro,otro,otro,letreros,masculino
4091,profesional,True,True,True,True,False,True,True,True,False,True,False,False,True,santiago,santiago,metropolitana,referidos,femenino
4092,profesional,True,True,True,True,True,True,True,True,False,True,False,False,False,nunoa,santiago,metropolitana,recorrido por el sector,masculino
4093,sin informacion,True,True,True,True,False,True,True,True,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,masculino
4094,empleado,True,True,True,True,True,True,True,False,False,True,False,False,False,concepcion,concepcion,bio-bio,recontacto,femenino
4096,empleado,True,False,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,finco,masculino
4097,profesional,True,True,True,False,False,True,True,False,False,True,False,False,False,otro,otro,otro,internet,masculino
4099,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,san pedro de la paz,concepcion,bio-bio,internet,masculino
4101,sin informacion,True,True,True,False,False,True,True,False,False,True,False,False,False,talcahuano,concepcion,bio-bio,finco,femenino
4104,profesional,True,True,True,False,False,True,True,False,False,True,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
4105,profesional,True,True,True,True,False,True,True,True,False,True,False,False,False,hualpen,concepcion,bio-bio,internet,masculino
4106,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,finco,femenino
4107,sin informacion,True,True,True,True,False,True,True,False,False,False,False,False,False,tome,concepcion,bio-bio,internet,masculino
4108,empleado,True,True,True,False,False,True,True,True,False,False,False,False,False,otro,otro,otro,referidos,femenino
4109,profesional,True,True,True,True,True,True,True,True,False,True,False,False,False,talcahuano,concepcion,bio-bio,recorrido por el sector,masculino
4111,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,femenino
4112,empleado,True,True,True,True,True,True,True,False,False,False,False,False,False,florida,concepcion,bio-bio,internet,femenino
4113,profesional,True,True,True,False,False,True,True,False,False,True,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,femenino
4114,profesional,True,True,True,False,False,True,True,True,False,True,False,False,False,hualpen,concepcion,bio-bio,recorrido por el sector,masculino
4115,independiente (no profesional),True,True,True,True,False,True,True,True,False,False,False,False,False,coronel,concepcion,bio-bio,recontacto,femenino
4117,empleado,True,False,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,masculino
4118,profesional,True,True,True,True,True,True,True,False,False,True,False,False,False,concepcion,concepcion,bio-bio,referidos,femenino
4119,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,finco,femenino
4120,sin informacion,True,False,True,False,False,True,True,False,False,False,False,False,False,otro,otro,bio-bio,internet,femenino
4121,profesional,True,True,True,False,False,True,True,False,False,True,False,False,True,concepcion,concepcion,bio-bio,recontacto,masculino
4125,profesional,True,True,True,True,False,True,True,True,False,True,False,False,False,talcahuano,concepcion,bio-bio,recorrido por el sector,femenino
4127,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
4129,tecnico,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,masculino
4131,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,penco,concepcion,bio-bio,internet,femenino
4132,empleado,True,False,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,finco,femenino
4133,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,santiago,santiago,metropolitana,recorrido por el sector,femenino
4135,profesional,True,True,True,True,False,True,True,False,False,True,False,False,True,tome,concepcion,bio-bio,recorrido por el sector,femenino
4136,sin informacion,True,True,True,True,False,True,True,False,False,False,False,False,True,concepcion,concepcion,bio-bio,finco,femenino
4138,empleado,True,True,True,False,False,True,True,True,False,False,False,False,False,concepcion,concepcion,bio-bio,referidos,masculino
4141,empleado,True,True,True,False,False,True,True,True,False,False,False,False,False,otro,otro,otro,letreros,femenino
4142,sin informacion,True,False,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,finco,masculino
4143,empleado,True,False,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,masculino
4145,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
4147,profesional,True,True,True,True,True,True,True,True,False,True,False,False,False,hualpen,concepcion,bio-bio,recontacto,masculino
4148,sin informacion,True,True,True,False,False,True,True,False,False,False,False,False,False,chiguayante,concepcion,bio-bio,finco,femenino
4151,profesional,True,True,True,False,False,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,referidos,masculino
4152,profesional,True,True,True,True,True,True,True,True,False,True,False,False,False,otro,otro,otro,recorrido por el sector,femenino
4157,profesional,True,True,True,False,False,True,True,False,False,True,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
4160,empleado,True,True,True,False,False,True,True,True,False,False,False,False,False,concepcion,concepcion,bio-bio,recontacto,femenino
4161,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,femenino
4162,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recontacto,femenino
4165,tecnico,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
4167,tecnico,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,femenino
4168,empleado,True,True,True,True,True,True,True,True,False,False,False,False,True,concepcion,concepcion,bio-bio,internet,masculino
4169,profesional,True,True,True,True,True,True,True,True,False,True,False,False,False,otro,otro,bio-bio,recorrido por el sector,masculino
4170,profesional,True,True,True,True,True,True,True,True,False,True,False,False,False,san pedro de la paz,concepcion,bio-bio,finco,masculino
4171,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,femenino
4172,sin informacion,True,True,True,False,False,True,True,False,False,False,False,False,True,concepcion,concepcion,bio-bio,internet,masculino
4175,profesional,True,True,True,True,False,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,recontacto,masculino
4176,sin informacion,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,femenino
4178,empleado,True,False,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,femenino
4179,sin informacion,True,True,True,True,False,True,True,False,False,False,False,False,True,concepcion,concepcion,bio-bio,recorrido por el sector,femenino
4181,empleado,True,True,True,False,False,True,True,True,False,False,False,False,False,coronel,concepcion,bio-bio,recorrido por el sector,femenino
4182,empleado,True,True,True,False,False,True,True,True,False,False,False,False,False,concepcion,concepcion,bio-bio,recontacto,femenino
4183,independiente (no profesional),True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,finco,masculino
4186,sin informacion,True,False,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,femenino
4190,profesional,True,True,True,True,False,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,femenino
4191,profesional,True,True,True,True,False,True,True,False,False,True,False,False,True,san pedro de la paz,concepcion,bio-bio,recorrido por el sector,masculino
4199,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,finco,masculino
4200,empleado,True,True,True,False,True,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,femenino
4202,profesional,True,True,True,True,False,True,True,True,False,True,False,False,True,san pedro de la paz,concepcion,bio-bio,internet,femenino
4203,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,femenino
4205,profesional,True,True,True,True,True,True,True,False,False,True,False,False,False,hualpen,concepcion,bio-bio,finco,masculino
4206,empleado,True,True,True,False,False,True,True,True,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,femenino
4208,empleado,True,True,True,False,False,True,True,False,False,True,False,False,False,concepcion,concepcion,bio-bio,internet,masculino
4209,estudiante,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,finco,femenino
4217,sin informacion,True,True,True,False,False,True,True,False,False,False,False,False,False,otro,otro,otro,recorrido por el sector,masculino
4218,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,femenino
4220,profesional,True,True,True,False,False,True,True,True,False,True,False,False,True,san pedro de la paz,concepcion,bio-bio,recorrido por el sector,femenino
4222,profesional,True,True,True,False,False,True,True,True,False,True,False,False,False,hualpen,concepcion,bio-bio,recorrido por el sector,masculino
4224,profesional,True,True,True,True,True,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,finco,masculino
4225,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,otro,otro,otro,internet,masculino
4227,profesional,True,True,True,False,False,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
4235,profesional,True,True,True,False,False,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,internet,femenino
4236,profesional,True,True,True,False,False,True,True,True,False,True,False,False,False,san pedro de la paz,concepcion,bio-bio,internet,masculino
4237,profesional,True,True,True,True,False,True,True,True,False,True,False,False,True,talcahuano,concepcion,bio-bio,letreros,femenino
4239,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,masculino
4240,profesional,True,True,True,True,True,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,internet,masculino
4244,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,masculino
4245,independiente (no profesional),True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
4246,empleado,True,False,True,False,False,True,True,False,False,False,False,False,False,otro,santiago,metropolitana,internet,masculino
4247,empleado,True,False,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,femenino
4248,profesional,True,True,True,False,False,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,recontacto,masculino
4250,profesional,True,True,True,True,True,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,internet,femenino
4251,profesional,True,True,True,True,True,True,True,True,False,True,False,False,True,otro,otro,otro,internet,masculino
4252,sin informacion,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
4255,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,finco,femenino
4256,sin informacion,True,False,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,masculino
4259,profesional,True,True,True,True,False,True,True,False,False,True,False,False,False,concepcion,concepcion,bio-bio,recontacto,masculino
4261,duena de casa,True,False,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recontacto,femenino
4270,independiente (no profesional),True,False,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,masculino
4271,profesional,True,True,True,True,True,True,True,False,False,True,False,False,False,hualpen,concepcion,bio-bio,internet,masculino
4272,profesional,True,True,True,False,False,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,femenino
4275,empleado,True,True,True,False,False,True,True,True,False,False,False,False,False,concepcion,concepcion,bio-bio,recontacto,femenino
4277,profesional,True,True,True,True,True,True,True,False,False,True,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,femenino
4278,sin informacion,True,False,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,finco,femenino
4279,empleado,True,True,True,True,True,True,True,True,False,False,False,False,False,talcahuano,concepcion,bio-bio,internet,femenino
4280,empleado,True,False,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,femenino
4282,sin informacion,True,True,True,False,False,True,True,False,False,False,False,False,True,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
4285,empleado,True,True,True,False,False,True,True,True,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,femenino
4290,sin informacion,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
4291,profesional,True,True,True,True,True,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,finco,masculino
4295,profesional,True,True,True,False,False,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,letreros,masculino
4296,empleado,True,True,True,False,False,True,True,True,False,False,False,False,False,talcahuano,concepcion,bio-bio,recorrido por el sector,femenino
4299,profesional,True,True,True,True,True,True,True,True,False,True,False,False,False,coronel,concepcion,bio-bio,recontacto,masculino
4306,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,masculino
4308,empleado,True,True,True,True,True,True,True,False,False,False,False,False,False,santiago,santiago,metropolitana,recontacto,femenino
4309,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,femenino
4310,profesional,True,True,True,False,False,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,internet,masculino
4312,sin informacion,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,masculino
4314,profesional,True,True,True,True,False,True,True,True,False,True,False,False,True,concepcion,concepcion,bio-bio,internet,masculino
4316,sin informacion,True,False,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recorrido por el sector,femenino
4318,empleado,True,True,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,recontacto,femenino
4320,profesional,True,True,True,True,True,True,True,True,False,True,False,False,False,concepcion,concepcion,bio-bio,referidos,masculino
4321,sin informacion,True,True,True,False,False,True,True,False,False,False,False,False,True,concepcion,concepcion,bio-bio,internet,femenino
4323,empleado,True,False,True,False,False,True,True,False,False,False,False,False,False,concepcion,concepcion,bio-bio,internet,femenino
